time_s,volts,Force_newtons,,,correction factor,0.0081
6948.9,-0.000092,-0.011358025,,,,
6948.91,-0.000102,-0.012592593,,,,
6948.92,-0.000121,-0.014938272,,,,
6948.93,-0.000102,-0.012592593,,,,
6948.94,-0.000082,-0.010123457,,,,
6948.95,-0.000073,-0.009012346,,,,
6948.96,-0.000112,-0.01382716,,,,
6948.97,-0.000102,-0.012592593,,,,
6948.98,-0.000121,-0.014938272,,,,
6948.99,-0.000102,-0.012592593,,,,
6949,-0.000082,-0.010123457,,,,
6949.01,-0.000092,-0.011358025,,,,
6949.02,-0.000092,-0.011358025,,,,
6949.03,-0.000112,-0.01382716,,,,
6949.04,-0.000082,-0.010123457,,,,
6949.05,-0.000112,-0.01382716,,,,
6949.06,-0.000112,-0.01382716,,,,
6949.07,-0.000092,-0.011358025,,,,
6949.08,-0.000112,-0.01382716,,,,
6949.09,-0.000092,-0.011358025,,,,
6949.1,-0.000102,-0.012592593,,,,
6949.11,-0.000112,-0.01382716,,,,
6949.12,-0.000102,-0.012592593,,,,
6949.13,-0.000141,-0.017407407,,,,
6949.14,-0.000112,-0.01382716,,,,
6949.15,-0.000082,-0.010123457,,,,
6949.16,-0.000092,-0.011358025,,,,
6949.17,-0.000063,-0.007777778,,,,
6949.18,-0.000102,-0.012592593,,,,
6949.19,-0.000112,-0.01382716,,,,
6949.2,-0.000092,-0.011358025,,,,
6949.21,-0.000092,-0.011358025,,,,
6949.22,-0.000102,-0.012592593,,,,
6949.23,-0.000082,-0.010123457,,,,
6949.24,-0.000121,-0.014938272,,,,
6949.25,-0.000112,-0.01382716,,,,
6949.26,-0.000073,-0.009012346,,,,
6949.27,-0.000073,-0.009012346,,,,
6949.28,-0.000073,-0.009012346,,,,
6949.29,-0.000053,-0.00654321,,,,
6949.3,-0.000073,-0.009012346,,,,
6949.31,-0.000063,-0.007777778,,,,
6949.32,-0.000092,-0.011358025,,,,
6949.33,-0.000092,-0.011358025,,,,
6949.34,-0.000082,-0.010123457,,,,
6949.35,-0.000063,-0.007777778,,,,
6949.36,-0.000063,-0.007777778,,,,
6949.37,-0.000063,-0.007777778,,,,
6949.38,-0.000053,-0.00654321,,,,
6949.39,-0.000063,-0.007777778,,,,
6949.4,-0.000033,-0.004074074,,,,
6949.41,-0.000033,-0.004074074,,,,
6949.42,-0.000073,-0.009012346,,,,
6949.43,-0.000073,-0.009012346,,,,
6949.44,-0.000053,-0.00654321,,,,
6949.45,-0.000033,-0.004074074,,,,
6949.46,-0.000053,-0.00654321,,,,
6949.47,-0.000053,-0.00654321,,,,
6949.48,-0.000024,-0.002962963,,,,
6949.49,-0.000053,-0.00654321,,,,
6949.5,-0.000033,-0.004074074,,,,
6949.51,-0.000043,-0.005308642,,,,
6949.52,-0.000053,-0.00654321,,,,
6949.53,-0.000033,-0.004074074,,,,
6949.54,-0.000014,-0.001728395,,,,
6949.55,-0.000024,-0.002962963,,,,
6949.56,-0.000053,-0.00654321,,,,
6949.57,-0.000043,-0.005308642,,,,
6949.58,-0.000033,-0.004074074,,,,
6949.59,-0.000004,-0.000493827,,,,
6949.6,-0.000004,-0.000493827,,,,
6949.61,-0.000024,-0.002962963,,,,
6949.62,0.000015,0.001851852,,,,
6949.63,0.000006,0.000740741,,,,
6949.64,0.000006,0.000740741,,,,
6949.65,0.000054,0.006666667,,,,
6949.66,0.000015,0.001851852,,,,
6949.67,0.000045,0.005555556,,,,
6949.68,0.000045,0.005555556,,,,
6949.69,0.000025,0.00308642,,,,
6949.7,0.000054,0.006666667,,,,
6949.71,0.000103,0.012716049,,,,
6949.72,0.000113,0.013950617,,,,
6949.73,0.000064,0.007901235,,,,
6949.74,0.000093,0.011481481,,,,
6949.75,0.000103,0.012716049,,,,
6949.76,0.000113,0.013950617,,,,
6949.77,0.000103,0.012716049,,,,
6949.78,0.000103,0.012716049,,,,
6949.79,0.000093,0.011481481,,,,
6949.8,0.000123,0.015185185,,,,
6949.81,0.000123,0.015185185,,,,
6949.82,0.000142,0.017530864,,,,
6949.83,0.000103,0.012716049,,,,
6949.84,0.000093,0.011481481,,,,
6949.85,0.000133,0.016419753,,,,
6949.86,0.000074,0.009135802,,,,
6949.87,0.000113,0.013950617,,,,
6949.88,0.000123,0.015185185,,,,
6949.89,0.000093,0.011481481,,,,
6949.9,0.000133,0.016419753,,,,
6949.91,0.000093,0.011481481,,,,
6949.92,0.000103,0.012716049,,,,
6949.93,0.000103,0.012716049,,,,
6949.94,0.000133,0.016419753,,,,
6949.95,0.000142,0.017530864,,,,
6949.96,0.000084,0.01037037,,,,
6949.97,0.000093,0.011481481,,,,
6949.98,0.000123,0.015185185,,,,
6949.99,0.000123,0.015185185,,,,
6950,0.000123,0.015185185,,,,
6950.01,0.000093,0.011481481,,,,
6950.02,0.000084,0.01037037,,,,
6950.03,0.000103,0.012716049,,,,
6950.04,0.000133,0.016419753,,,,
6950.05,0.000133,0.016419753,,,,
6950.06,0.000093,0.011481481,,,,
6950.07,0.000084,0.01037037,,,,
6950.08,0.000113,0.013950617,,,,
6950.09,0.000103,0.012716049,,,,
6950.1,0.000123,0.015185185,,,,
6950.11,0.000103,0.012716049,,,,
6950.12,0.000084,0.01037037,,,,
6950.13,0.000093,0.011481481,,,,
6950.14,0.000074,0.009135802,,,,
6950.15,0.000103,0.012716049,,,,
6950.16,0.000054,0.006666667,,,,
6950.17,0.000074,0.009135802,,,,
6950.18,0.000054,0.006666667,,,,
6950.19,0.000064,0.007901235,,,,
6950.2,0.000045,0.005555556,,,,
6950.21,0.000035,0.004320988,,,,
6950.22,0.000025,0.00308642,,,,
6950.23,0.000025,0.00308642,,,,
6950.24,-0.000033,-0.004074074,,,,
6950.25,-0.000053,-0.00654321,,,,
6950.26,-0.000024,-0.002962963,,,,
6950.27,-0.000043,-0.005308642,,,,
6950.28,-0.000053,-0.00654321,,,,
6950.29,-0.000112,-0.01382716,,,,
6950.3,-0.000092,-0.011358025,,,,
6950.31,-0.000082,-0.010123457,,,,
6950.32,-0.000112,-0.01382716,,,,
6950.33,-0.000121,-0.014938272,,,,
6950.34,-0.000092,-0.011358025,,,,
6950.35,-0.000112,-0.01382716,,,,
6950.36,-0.000151,-0.018641975,,,,
6950.37,-0.000092,-0.011358025,,,,
6950.38,-0.00017,-0.020987654,,,,
6950.39,-0.000141,-0.017407407,,,,
6950.4,-0.000131,-0.01617284,,,,
6950.41,-0.000141,-0.017407407,,,,
6950.42,-0.000121,-0.014938272,,,,
6950.43,-0.000151,-0.018641975,,,,
6950.44,-0.00017,-0.020987654,,,,
6950.45,-0.000151,-0.018641975,,,,
6950.46,-0.00017,-0.020987654,,,,
6950.47,-0.00018,-0.022222222,,,,
6950.48,-0.000199,-0.024567901,,,,
6950.49,-0.000229,-0.028271605,,,,
6950.5,-0.000199,-0.024567901,,,,
6950.51,-0.00016,-0.019753086,,,,
6950.52,-0.00016,-0.019753086,,,,
6950.53,-0.000199,-0.024567901,,,,
6950.54,-0.000219,-0.027037037,,,,
6950.55,-0.000219,-0.027037037,,,,
6950.56,-0.00018,-0.022222222,,,,
6950.57,-0.000199,-0.024567901,,,,
6950.58,-0.00018,-0.022222222,,,,
6950.59,-0.00019,-0.02345679,,,,
6950.6,-0.000209,-0.025802469,,,,
6950.61,-0.00019,-0.02345679,,,,
6950.62,-0.00016,-0.019753086,,,,
6950.63,-0.00019,-0.02345679,,,,
6950.64,-0.000219,-0.027037037,,,,
6950.65,-0.00019,-0.02345679,,,,
6950.66,-0.00018,-0.022222222,,,,
6950.67,-0.00018,-0.022222222,,,,
6950.68,-0.00016,-0.019753086,,,,
6950.69,-0.00019,-0.02345679,,,,
6950.7,-0.000229,-0.028271605,,,,
6950.71,-0.000199,-0.024567901,,,,
6950.72,-0.000141,-0.017407407,,,,
6950.73,-0.00018,-0.022222222,,,,
6950.74,-0.00018,-0.022222222,,,,
6950.75,-0.000199,-0.024567901,,,,
6950.76,-0.00018,-0.022222222,,,,
6950.77,-0.00019,-0.02345679,,,,
6950.78,-0.000141,-0.017407407,,,,
6950.79,-0.000141,-0.017407407,,,,
6950.8,-0.000151,-0.018641975,,,,
6950.81,-0.00016,-0.019753086,,,,
6950.82,-0.000121,-0.014938272,,,,
6950.83,-0.00016,-0.019753086,,,,
6950.84,-0.000102,-0.012592593,,,,
6950.85,-0.000112,-0.01382716,,,,
6950.86,-0.00017,-0.020987654,,,,
6950.87,-0.000151,-0.018641975,,,,
6950.88,-0.000112,-0.01382716,,,,
6950.89,-0.000112,-0.01382716,,,,
6950.9,-0.000102,-0.012592593,,,,
6950.91,-0.000112,-0.01382716,,,,
6950.92,-0.000131,-0.01617284,,,,
6950.93,-0.000131,-0.01617284,,,,
6950.94,-0.000092,-0.011358025,,,,
6950.95,-0.000082,-0.010123457,,,,
6950.96,-0.000112,-0.01382716,,,,
6950.97,-0.000092,-0.011358025,,,,
6950.98,-0.000092,-0.011358025,,,,
6950.99,-0.000121,-0.014938272,,,,
6951,-0.000092,-0.011358025,,,,
6951.01,-0.000112,-0.01382716,,,,
6951.02,-0.000112,-0.01382716,,,,
6951.03,-0.000141,-0.017407407,,,,
6951.04,-0.000092,-0.011358025,,,,
6951.05,-0.000092,-0.011358025,,,,
6951.06,-0.000112,-0.01382716,,,,
6951.07,-0.000073,-0.009012346,,,,
6951.08,-0.000151,-0.018641975,,,,
6951.09,-0.000092,-0.011358025,,,,
6951.1,-0.000092,-0.011358025,,,,
6951.11,-0.000082,-0.010123457,,,,
6951.12,-0.000073,-0.009012346,,,,
6951.13,-0.000063,-0.007777778,,,,
6951.14,-0.000082,-0.010123457,,,,
6951.15,-0.000121,-0.014938272,,,,
6951.16,-0.000092,-0.011358025,,,,
6951.17,-0.000033,-0.004074074,,,,
6951.18,-0.000082,-0.010123457,,,,
6951.19,-0.000092,-0.011358025,,,,
6951.2,-0.000082,-0.010123457,,,,
6951.21,-0.000121,-0.014938272,,,,
6951.22,-0.000082,-0.010123457,,,,
6951.23,-0.000073,-0.009012346,,,,
6951.24,-0.000073,-0.009012346,,,,
6951.25,-0.000102,-0.012592593,,,,
6951.26,-0.000092,-0.011358025,,,,
6951.27,-0.000112,-0.01382716,,,,
6951.28,-0.000024,-0.002962963,,,,
6951.29,-0.000092,-0.011358025,,,,
6951.3,-0.000073,-0.009012346,,,,
6951.31,-0.000092,-0.011358025,,,,
6951.32,-0.000092,-0.011358025,,,,
6951.33,-0.000102,-0.012592593,,,,
6951.34,-0.000082,-0.010123457,,,,
6951.35,-0.000053,-0.00654321,,,,
6951.36,-0.000102,-0.012592593,,,,
6951.37,-0.000102,-0.012592593,,,,
6951.38,-0.000082,-0.010123457,,,,
6951.39,-0.000073,-0.009012346,,,,
6951.4,-0.000053,-0.00654321,,,,
6951.41,-0.000112,-0.01382716,,,,
6951.42,-0.000102,-0.012592593,,,,
6951.43,-0.000092,-0.011358025,,,,
6951.44,-0.000082,-0.010123457,,,,
6951.45,-0.000024,-0.002962963,,,,
6951.46,-0.000092,-0.011358025,,,,
6951.47,-0.000082,-0.010123457,,,,
6951.48,-0.000063,-0.007777778,,,,
6951.49,-0.000063,-0.007777778,,,,
6951.5,-0.000043,-0.005308642,,,,
6951.51,-0.000073,-0.009012346,,,,
6951.52,-0.000053,-0.00654321,,,,
6951.53,-0.000043,-0.005308642,,,,
6951.54,-0.000024,-0.002962963,,,,
6951.55,0.000015,0.001851852,,,,
6951.56,-0.000053,-0.00654321,,,,
6951.57,-0.000043,-0.005308642,,,,
6951.58,0.000015,0.001851852,,,,
